pago_id;run_socio_titular;nombre_socio_titular;anio_membresia;mes_cuota;fecha_vencimiento;monto_membresia;monto_adicionales;monto_total;estado_pago;fecha_pago;medio_pago;registro_incorrecto;tipo_error
455;23230624-6;Patricia Jara Espinoza;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
456;23230624-6;Patricia Jara Espinoza;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
457;5214098-6;Natalia Quezada Nuñez;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
458;5214098-6;Natalia Quezada Nuñez;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
459;5214098-6;Natalia Quezada Nuñez;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
460;5214098-6;Natalia Quezada Nuñez;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
461;5214098-6;Natalia Quezada Nuñez;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
462;5214098-6;Natalia Quezada Nuñez;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
463;5214098-6;Natalia Quezada Nuñez;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
464;5214098-6;Natalia Quezada Nuñez;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
465;5214098-6;Natalia Quezada Nuñez;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
466;5214098-6;Natalia Quezada Nuñez;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
467;5214098-6;Natalia Quezada Nuñez;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
468;5214098-6;Natalia Quezada Nuñez;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
469;9774947-7;Gonzalo Galdames Jara;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
470;9774947-7;Gonzalo Galdames Jara;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
471;9774947-7;Gonzalo Galdames Jara;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
472;9774947-7;Gonzalo Galdames Jara;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
473;9774947-7;Gonzalo Galdames Jara;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
474;9774947-7;Gonzalo Galdames Jara;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
475;9774947-7;Gonzalo Galdames Jara;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
476;9774947-7;Gonzalo Galdames Jara;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
477;9774947-7;Gonzalo Galdames Jara;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
478;9774947-7;Gonzalo Galdames Jara;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
479;9774947-7;Gonzalo Galdames Jara;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
480;9774947-7;Gonzalo Galdames Jara;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
481;24211768-8;Helena Nuñez Iturra;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
482;24211768-8;Helena Nuñez Iturra;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
483;24211768-8;Helena Nuñez Iturra;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
484;24211768-8;Helena Nuñez Iturra;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
485;24211768-8;Helena Nuñez Iturra;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
486;24211768-8;Helena Nuñez Iturra;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
487;24211768-8;Helena Nuñez Iturra;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
488;24211768-8;Helena Nuñez Iturra;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
489;24211768-8;Helena Nuñez Iturra;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
490;24211768-8;Helena Nuñez Iturra;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
491;24211768-8;Helena Nuñez Iturra;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
492;24211768-8;Helena Nuñez Iturra;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
493;7854704-9;Mauricio Espinoza Alvarez;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
494;7854704-9;Mauricio Espinoza Alvarez;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
495;7854704-9;Mauricio Espinoza Alvarez;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
496;7854704-9;Mauricio Espinoza Alvarez;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
497;7854704-9;Mauricio Espinoza Alvarez;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
498;7854704-9;Mauricio Espinoza Alvarez;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
499;7854704-9;Mauricio Espinoza Alvarez;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
500;7854704-9;Mauricio Espinoza Alvarez;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
501;7854704-9;Mauricio Espinoza Alvarez;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
502;7854704-9;Mauricio Espinoza Alvarez;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
503;7854704-9;Mauricio Espinoza Alvarez;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
504;7854704-9;Mauricio Espinoza Alvarez;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
505;12794848-0;Ignacio Fuentes Espinoza;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
506;12794848-0;Ignacio Fuentes Espinoza;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
507;12794848-0;Ignacio Fuentes Espinoza;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
508;12794848-0;Ignacio Fuentes Espinoza;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
509;12794848-0;Ignacio Fuentes Espinoza;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
510;12794848-0;Ignacio Fuentes Espinoza;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
511;12794848-0;Ignacio Fuentes Espinoza;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
512;12794848-0;Ignacio Fuentes Espinoza;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
513;12794848-0;Ignacio Fuentes Espinoza;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
514;12794848-0;Ignacio Fuentes Espinoza;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
515;12794848-0;Ignacio Fuentes Espinoza;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
516;12794848-0;Ignacio Fuentes Espinoza;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
517;23271233-3;Patricia Nuñez Duarte;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
518;23271233-3;Patricia Nuñez Duarte;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
519;23271233-3;Patricia Nuñez Duarte;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
520;23271233-3;Patricia Nuñez Duarte;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
521;23271233-3;Patricia Nuñez Duarte;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
522;23271233-3;Patricia Nuñez Duarte;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
523;23271233-3;Patricia Nuñez Duarte;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
524;23271233-3;Patricia Nuñez Duarte;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
525;23271233-3;Patricia Nuñez Duarte;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
526;23271233-3;Patricia Nuñez Duarte;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
527;23271233-3;Patricia Nuñez Duarte;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
528;23271233-3;Patricia Nuñez Duarte;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
529;21038193-7;Felicia Pardo Galdames;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
530;21038193-7;Felicia Pardo Galdames;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
531;21038193-7;Felicia Pardo Galdames;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
532;21038193-7;Felicia Pardo Galdames;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
533;21038193-7;Felicia Pardo Galdames;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
534;21038193-7;Felicia Pardo Galdames;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
535;21038193-7;Felicia Pardo Galdames;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
536;21038193-7;Felicia Pardo Galdames;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
537;21038193-7;Felicia Pardo Galdames;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
538;21038193-7;Felicia Pardo Galdames;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
539;21038193-7;Felicia Pardo Galdames;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
540;21038193-7;Felicia Pardo Galdames;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
541;11750440-9;Helena Henriquez Nuñez;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
542;11750440-9;Helena Henriquez Nuñez;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
543;11750440-9;Helena Henriquez Nuñez;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
544;11750440-9;Helena Henriquez Nuñez;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
545;11750440-9;Helena Henriquez Nuñez;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
546;11750440-9;Helena Henriquez Nuñez;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
547;11750440-9;Helena Henriquez Nuñez;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
548;11750440-9;Helena Henriquez Nuñez;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
549;11750440-9;Helena Henriquez Nuñez;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
550;11750440-9;Helena Henriquez Nuñez;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
551;11750440-9;Helena Henriquez Nuñez;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
552;11750440-9;Helena Henriquez Nuñez;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
553;24377951-9;Ignacio Mendez Henriquez;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
554;24377951-9;Ignacio Mendez Henriquez;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
555;24377951-9;Ignacio Mendez Henriquez;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
556;24377951-9;Ignacio Mendez Henriquez;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
557;24377951-9;Ignacio Mendez Henriquez;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
558;24377951-9;Ignacio Mendez Henriquez;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
559;24377951-9;Ignacio Mendez Henriquez;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
560;24377951-9;Ignacio Mendez Henriquez;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
561;24377951-9;Ignacio Mendez Henriquez;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
562;24377951-9;Ignacio Mendez Henriquez;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
563;24377951-9;Ignacio Mendez Henriquez;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
564;24377951-9;Ignacio Mendez Henriquez;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
565;24724208-2;Helena Quezada Duarte;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
566;24724208-2;Helena Quezada Duarte;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
567;24724208-2;Helena Quezada Duarte;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
568;24724208-2;Helena Quezada Duarte;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
569;24724208-2;Helena Quezada Duarte;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
570;24724208-2;Helena Quezada Duarte;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
571;24724208-2;Helena Quezada Duarte;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
572;24724208-2;Helena Quezada Duarte;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
573;24724208-2;Helena Quezada Duarte;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
574;24724208-2;Helena Quezada Duarte;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
575;24724208-2;Helena Quezada Duarte;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
576;24724208-2;Helena Quezada Duarte;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
577;9897596-9;Daniela Quezada Contreras;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
578;9897596-9;Daniela Quezada Contreras;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
579;9897596-9;Daniela Quezada Contreras;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
580;9897596-9;Daniela Quezada Contreras;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
581;9897596-9;Daniela Quezada Contreras;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
582;9897596-9;Daniela Quezada Contreras;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
583;9897596-9;Daniela Quezada Contreras;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
584;9897596-9;Daniela Quezada Contreras;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
585;9897596-9;Daniela Quezada Contreras;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
586;9897596-9;Daniela Quezada Contreras;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
587;9897596-9;Daniela Quezada Contreras;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
588;9897596-9;Daniela Quezada Contreras;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
589;9666051-2;Helena Henriquez Fuentes;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
590;9666051-2;Helena Henriquez Fuentes;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
591;9666051-2;Helena Henriquez Fuentes;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
592;9666051-2;Helena Henriquez Fuentes;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
593;9666051-2;Helena Henriquez Fuentes;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
594;9666051-2;Helena Henriquez Fuentes;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
595;9666051-2;Helena Henriquez Fuentes;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
596;9666051-2;Helena Henriquez Fuentes;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
597;9666051-2;Helena Henriquez Fuentes;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
598;9666051-2;Helena Henriquez Fuentes;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
599;9666051-2;Helena Henriquez Fuentes;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
600;9666051-2;Helena Henriquez Fuentes;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
601;23382051-2;Mauricio Duarte Duarte;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
602;23382051-2;Maria Rojas;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;SI;nombre_diferente
603;23382051-2;Mauricio Duarte Duarte;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
604;23382051-2;Mauricio Duarte Duarte;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
605;23382051-2;Mauricio Duarte Duarte;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
606;23382051-2;Mauricio Duarte Duarte;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
607;23382051-2;Mauricio Duarte Duarte;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
608;23382051-2;Mauricio Duarte Duarte;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
609;23382051-2;Mauricio Duarte Duarte;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
610;23382051-2;Mauricio Duarte Duarte;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
611;23382051-2;Mauricio Duarte Duarte;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
612;23382051-2;Mauricio Duarte Duarte;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
613;19879651-0;Beatriz Henriquez Duarte;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
614;19879651-0;Beatriz Henriquez Duarte;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
615;19879651-0;Beatriz Henriquez Duarte;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
616;19879651-0;Beatriz Henriquez Duarte;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
617;19879651-0;Beatriz Henriquez Duarte;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
618;19879651-0;Beatriz Henriquez Duarte;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
619;19879651-0;Beatriz Henriquez Duarte;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
620;19879651-0;Beatriz Henriquez Duarte;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
621;19879651-0;Beatriz Henriquez Duarte;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
622;19879651-0;Beatriz Henriquez Duarte;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
623;19879651-0;Beatriz Henriquez Duarte;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
624;19879651-0;Beatriz Henriquez Duarte;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
625;23115895-2;Claudio Mendez Nuñez;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
626;23115895-2;Claudio Mendez Nuñez;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
627;23115895-2;Diego Gonzalez;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;SI;nombre_diferente
628;23115895-2;Claudio Mendez Nuñez;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
629;23115895-2;Claudio Mendez Nuñez;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
630;23115895-2;Claudio Mendez Nuñez;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
631;23115895-2;Claudio Mendez Nuñez;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
632;23115895-2;Claudio Mendez Nuñez;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
633;23115895-2;Claudio Mendez Nuñez;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
634;23115895-2;Claudio Mendez Nuñez;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
635;23115895-2;Claudio Mendez Nuñez;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
636;23115895-2;Claudio Mendez Nuñez;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
637;9946748-2;Oscar Contreras Henriquez;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
638;9946748-2;Oscar Contreras Henriquez;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
639;9946748-2;Oscar Contreras Henriquez;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
640;9946748-2;Oscar Contreras Henriquez;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
641;9946748-2;Oscar Contreras Henriquez;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
642;9946748-2;Oscar Contreras Henriquez;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
643;9946748-2;Oscar Contreras Henriquez;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
644;9946748-2;Oscar Contreras Henriquez;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
645;9946748-2;Oscar Contreras Henriquez;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
646;9946748-2;Oscar Contreras Henriquez;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
647;9946748-2;Oscar Contreras Henriquez;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
648;9946748-2;Oscar Contreras Henriquez;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
649;14868324-1;Mauricio Lagos Pardo;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
650;14868324-1;Mauricio Lagos Pardo;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
651;14868324-1;Mauricio Lagos Pardo;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
652;14868324-1;Mauricio Lagos Pardo;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
653;14868324-1;Mauricio Lagos Pardo;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
654;14868324-1;Mauricio Lagos Pardo;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
655;14868324-1;Mauricio Lagos Pardo;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
656;14868324-1;Mauricio Lagos Pardo;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
657;14868324-1;Mauricio Lagos Pardo;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
658;14868324-1;Mauricio Lagos Pardo;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
659;14868324-1;Mauricio Lagos Pardo;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;cuota_impaga
660;14868324-1;Mauricio Lagos Pardo;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
661;21005871-2;Helena Mendez Pardo;2025;1;5/1/25;25000;0;25000;pagado;3/1/25;tarjeta;NO;
662;21005871-2;Helena Mendez Pardo;2025;2;5/2/25;25000;5000;30000;pagado;1/2/25;transferencia;NO;
663;21005871-2;Helena Mendez Pardo;2025;3;5/3/25;25000;12000;37000;pagado;5/3/25;tarjeta;NO;
664;21005871-2;Helena Mendez Pardo;2025;4;5/4/25;25000;5000;30000;pagado;2/4/25;transferencia;NO;
665;21005871-2;Helena Mendez Pardo;2025;5;5/5/25;25000;0;25000;pagado;4/5/25;tarjeta;NO;
666;21005871-2;Helena Mendez Pardo;2025;6;5/6/25;25000;5000;30000;pagado;1/6/25;transferencia;NO;
667;21005871-2;Helena Mendez Pardo;2025;7;5/7/25;25000;0;25000;pagado;5/7/25;tarjeta;NO;
668;21005871-2;Helena Mendez Pardo;2025;8;5/8/25;25000;5000;30000;pagado;3/8/25;transferencia;NO;
669;21005871-2;Helena Mendez Pardo;2025;9;5/9/25;25000;12000;37000;pagado;5/9/25;tarjeta;NO;
670;21005871-2;Helena Mendez Pardo;2025;10;5/10/25;25000;5000;30000;pagado;1/10/25;transferencia;NO;
671;21005871-2;Juan Contreras;2025;11;5/11/25;25000;0;25000;atrasado;;;SI;nombre_diferente
672;21005871-2;Helena Mendez Pardo;2025;12;5/12/25;25000;5000;30000;atrasado;;;SI;cuota_impaga
673;13852439-9;Natalia Espinoza Alvarez;2025;1;5/1/25;25000;0;25000;pagado;4/1/25;transferencia;NO;
674;13852439-9;Natalia Espinoza Alvarez;2025;2;5/2/25;25000;5000;30000;pagado;5/2/25;tarjeta;NO;
675;13852439-9;Natalia Espinoza Alvarez;2025;3;5/3/25;25000;12000;37000;pagado;3/3/25;transferencia;NO;
676;13852439-9;Natalia Espinoza Alvarez;2025;4;5/4/25;25000;5000;30000;pagado;3/4/25;tarjeta;NO;
677;13852439-9;Natalia Espinoza Alvarez;2025;5;5/5/25;25000;0;25000;pagado;1/5/25;transferencia;NO;
678;13852439-9;Natalia Espinoza Alvarez;2025;6;5/6/25;25000;5000;30000;pagado;4/6/25;tarjeta;NO;
679;13852439-9;Natalia Espinoza Alvarez;2025;7;5/7/25;25000;0;25000;pagado;2/7/25;transferencia;NO;
680;13852439-9;Natalia Espinoza Alvarez;2025;8;5/8/25;25000;5000;30000;pagado;5/8/25;tarjeta;NO;
681;13852439-9;Natalia Espinoza Alvarez;2025;9;5/9/25;25000;12000;37000;pagado;1/9/25;transferencia;NO;
682;13852439-9;Natalia Espinoza Alvarez;2025;10;5/10/25;25000;5000;30000;pagado;4/10/25;tarjeta;NO;
