codigo_reserva;fecha_reserva;fecha_inicio;fecha_fin;estado_reserva;run_reservante;nombre_reservante;es_socio;lugar_nombre;sucursal_nombre;monto_total;monto_pagado;medio_pago;fecha_pago;registro_incorrecto;tipo_error
;09/11/25;09/11/25;14/11/25;cancelada;21452115-6;Pedro Rojas;NO;Cabaña 15;Providencia;600000;0;;7/11/25;NO;
;15/11/25;15/11/25 9:00;15/11/25 10:00;cancelada;18646254-8;Pedro Rojas;SI;Cancha Futbolito Techada;Providencia;35000;0;;14/11/25;NO;
;04/10/25;04/10/25;06/10/25;reservada;6085414-9;Maria Gonzalez;NO;Cabaña 11;Providencia;240000;0;;3/10/25;NO;
;2/6/25;2/6/25 9:00;2/6/25 10:00;reservada;19544570-2;Maria Gonzalez;SI;Piscina 1;Providencia;20000;0;;29/5/25;NO;
;12/12/25;12/12/25 18:00;12/12/25 19:00;ejecutada;18467664-8;Pedro Rojas;NO;Cancha Padel Techada;Santiago Centro;35000;35000;transferencia;7/12/25;NO;
;7/9/25;7/9/25 21:00;7/9/25 22:00;reservada;20194778-2;Ana Silva;SI;Cancha Padel Techada;Santiago Centro;35000;0;;7/9/25;NO;
;8/1/25;8/1/25 11:00;8/1/25 12:00;ejecutada;19211618-K;Luis Contreras;SI;Cancha Tenis Aire Libre;Santiago Centro;25000;25000;transferencia;7/1/25;NO;
;17/03/25;17/03/25;25/03/25;reservada;17931290-9;Juan Perez;NO;Cabaña 18;La Florida;960000;0;;13/3/25;SI;rut
;19/05/25;19/05/25;20/05/25;ejecutada;12578522-0;Ana Silva;SI;Cabaña 10;Santiago Centro;120000;120000;efectivo;14/5/25;NO;
;10/07/25;10/07/25;20/07/25;cancelada;7416582-6;Pedro Rojas;NO;Cabaña 6;Santa Cruz;1200000;0;;6/7/25;NO;
;13/1/25;13/1/25 21:00;13/1/25 22:00;reservada;5137322-7;Juan Perez;NO;Cancha Tenis Aire Libre;La Florida;25000;0;;8/1/25;NO;
;16/4/25;16/4/25 10:00;16/4/25 11:00;reservada;16253483-1;Maria Gonzalez;NO;Salon Eventos 3;Providencia;100000;0;;16/4/25;NO;
;8/9/25;8/9/25 18:00;8/9/25 19:00;cancelada;10949220-5;Maria Gonzalez;NO;Cancha Padel Techada;Santa Cruz;35000;0;;8/9/25;NO;
;14/5/25;14/5/25 13:00;14/5/25 14:00;ejecutada;6642396-4;Maria Gonzalez;NO;Restaurant 1;Providencia;30000;30000;tarjeta;13/5/25;NO;
;06/10/25;06/10/25;07/10/25;cancelada;11521745-3;Ana Silva;NO;Cabaña 6;Santiago Centro;120000;0;;5/10/25;NO;
;16/08/25;16/08/25;19/08/25;cancelada;12887828-9;Maria Gonzalez;SI;Cabaña 18;Santiago Centro;360000;0;;15/8/25;NO;
;05/01/25;05/01/25;12/01/25;cancelada;20078438-3;Ana Silva;SI;Cabaña 12;La Florida;840000;0;;31/12/24;NO;
;10/04/25;10/04/25;11/04/25;ejecutada;23503123-K;Ana Silva;SI;Cabaña 8;La Florida;120000;120000;transferencia;9/4/25;NO;
;16/9/25;16/9/25 20:00;16/9/25 21:00;ejecutada;24945636-5;Ana Silva;SI;Salon Eventos 2;La Florida;100000;100000;efectivo;14/9/25;NO;
;7/9/25;7/9/25 20:00;7/9/25 21:00;ejecutada;22078734-6;Pedro Rojas;SI;Salon Eventos 4;Santa Cruz;100000;100000;efectivo;4/9/25;NO;
;4/3/25;4/3/25 22:00;4/3/25 23:00;cancelada;10145466-5;Pedro Rojas;SI;Piscina 2;Providencia;20000;0;;4/3/25;NO;
;4/3/25;4/3/25 13:00;4/3/25 14:00;cancelada;20997181-K;Juan Perez;SI;Restaurant 1;Providencia;30000;0;;27/2/25;NO;
;11/6/25;11/6/25 10:00;11/6/25 11:00;ejecutada;13914038-9;Luis Contreras;SI;Restaurant 2;La Florida;30000;30000;efectivo;6/6/25;NO;
;4/2/25;4/2/25 13:00;4/2/25 14:00;cancelada;6988936-0;Maria Gonzalez;SI;Cancha Padel Aire Libre;Santiago Centro;25000;0;;3/2/25;NO;
;7/10/25;7/10/25 12:00;7/10/25 13:00;reservada;15585247-K;Pedro Rojas;SI;Salon Eventos 2;La Florida;100000;0;;5/10/25;NO;
;17/08/25;17/08/25;23/08/25;ejecutada;19727843-9;Luis Contreras;NO;Cabaña 8;Santiago Centro;720000;720000;tarjeta;17/8/25;NO;
;15/8/25;15/8/25 20:00;15/8/25 21:00;reservada;23433621-5;Maria Gonzalez;SI;Cancha Tenis Aire Libre;La Florida;25000;0;;14/8/25;SI;
;17/05/25;17/05/25;26/05/25;cancelada;16968310-7;Luis Contreras;NO;Cabaña 16;Santiago Centro;1080000;0;;16/5/25;NO;
;abc/12/25;06/02/25;15/02/25;ejecutada;24002213-3;Juan Perez;SI;Cabaña 16;Santiago Centro;1080000;1080000;efectivo;2/2/25;SI;fecha
;12/07/25;12/07/25;14/07/25;reservada;19052661-5;Maria Gonzalez;NO;Cabaña 11;Providencia;240000;0;;7/7/25;NO;
;18/01/25;18/01/25;25/01/25;cancelada;15585247-K;Pedro Rojas;NO;Cabaña 14;La Florida;840000;0;;15/1/25;NO;
;04/05/25;04/05/25;13/05/25;ejecutada;11414686-2;Maria Gonzalez;SI;Cabaña 13;La Florida;1080000;1080000;efectivo;1/5/25;SI;
;01/11/25;01/11/25;03/11/25;ejecutada;8701823-7;Luis Contreras;NO;Cabaña 16;La Florida;240000;240000;transferencia;27/10/25;NO;
;6/12/25;6/12/25 19:00;6/12/25 20:00;ejecutada;24635453-7;Juan Perez;NO;Salon Eventos 4;Providencia;100000;100000;transferencia;4/12/25;NO;
;15/12/25;15/12/25 19:00;15/12/25 20:00;ejecutada;21156024-K;Maria Gonzalez;SI;Restaurant 1;Providencia;30000;30000;tarjeta;11/12/25;NO;
;06/08/25;06/08/25;09/08/25;ejecutada;20112516-2;Luis Contreras;NO;Cabaña 15;Providencia;360000;360000;efectivo;4/8/25;NO;
;12/5/25;12/5/25 11:00;12/5/25 12:00;cancelada;6512346-0;Maria Gonzalez;NO;Cancha Futbolito Techada;Providencia;35000;0;;12/5/25;NO;
;10/11/25;10/11/25;17/11/25;cancelada;21351051-7;Ana Silva;SI;Cabaña 17;La Florida;840000;0;;7/11/25;NO;
;5/7/25;5/7/25 11:00;5/7/25 12:00;reservada;6442121-2;Pedro Rojas;SI;Cancha Futbolito Aire Libre;Providencia;25000;0;;3/7/25;NO;
;1/6/25;1/6/25 9:00;1/6/25 10:00;cancelada;19544570-2;Maria Gonzalez;NO;Salon Eventos 1;La Florida;100000;0;;28/5/25;NO;
;13/04/25;13/04/25;22/04/25;cancelada;11247006-9;Luis Contreras;SI;Cabaña 15;La Florida;1080000;0;;11/4/25;NO;
;5/5/25;5/5/25 16:00;5/5/25 17:00;ejecutada;22256719-K;Ana Silva;NO;Cancha Tenis Aire Libre;La Florida;25000;25000;efectivo;1/5/25;NO;
;08/11/25;08/11/25;16/11/25;ejecutada;10701066-1;Maria Gonzalez;SI;Cabaña 16;Santa Cruz;960000;960000;transferencia;5/11/25;NO;
;05/10/25;05/10/25;08/10/25;ejecutada;12313678-0;Juan Perez;NO;Cabaña 1;Santa Cruz;360000;360000;transferencia;5/10/25;NO;
;06/09/25;06/09/25;14/09/25;cancelada;17911506-9;Pedro Rojas;SI;Cabaña 3;La Florida;960000;0;;1/9/25;NO;
;16/11/25;16/11/25 17:00;16/11/25 18:00;reservada;24795565-8;Luis Contreras;NO;Cancha Tenis Aire Libre;La Florida;25000;0;;11/11/25;NO;
;14/1/25;14/1/25 16:00;14/1/25 17:00;ejecutada;15807009-K;Luis Contreras;NO;Cancha Tenis Aire Libre;La Florida;25000;25000;tarjeta;13/1/25;NO;
;20/11/25;20/11/25 16:00;20/11/25 17:00;reservada;11984768-0;Luis Contreras;SI;Cancha Tenis Aire Libre X;Santiago Centro;25000;0;;18/11/25;SI;referencia
;15/12/25;15/12/25;16/12/25;cancelada;16253483-1;Maria Gonzalez;NO;Cabaña 18;La Florida;120000;0;;13/12/25;NO;
;9/9/25;9/9/25 10:00;9/9/25 11:00;ejecutada;22075434-0;Ana Silva;SI;Cancha Futbolito Aire Libre;Santa Cruz;25000;25000;tarjeta;6/9/25;NO;
;19/08/25;abc/12/25;27/08/25;reservada;11483413-0;Ana Silva;NO;Cabaña 9 X;Santiago Centro;960000;0;;16/8/25;SI;referencia/fecha
;13/11/25;13/11/25 19:00;13/11/25 20:00;ejecutada;19484029-2;Luis Contreras;NO;Salon Eventos 2;Santa Cruz;100000;100000;transferencia;12/11/25;NO;
;14/12/25;14/12/25;21/12/25;reservada;18876546-7;Juan Perez;SI;Cabaña 8;Santiago Centro;840000;0;;13/12/25;NO;
;19/06/25;19/06/25;27/06/25;ejecutada;24949712-6;Luis Contreras;NO;Cabaña 18;Santiago Centro;960000;960000;tarjeta;14/6/25;NO;
;06/11/25;06/11/25;10/11/25;cancelada;21783745-6;Maria Gonzalez;SI;Cabaña 8;La Florida;480000;0;;5/11/25;NO;
;16/9/25;16/9/25 20:00;16/9/25 21:00;reservada;7479790-3;Luis Contreras;SI;Salon Eventos 2;Santiago Centro;100000;0;;15/9/25;NO;
;19/7/25;19/7/25 18:00;19/7/25 19:00;reservada;20727566-2;Juan Perez;SI;Piscina 1;Providencia;20000;0;;14/7/25;NO;
;14/05/25;14/05/25;20/05/25;cancelada;5779517-4;Luis;NO;Cabaña 4;Providencia;720000;0;;12/5/25;SI;nombre
;14/11/25;14/11/25;20/11/25;cancelada;16889614-K;Pedro Rojas;SI;Cabaña 8;Providencia;720000;0;;14/11/25;NO;
;10/1/25;10/1/25 11:00;10/1/25 12:00;reservada;23457711-5;Luis Contreras;SI;Piscina 2;Santiago Centro;20000;0;;10/1/25;NO;
;4/10/25;4/10/25 8:00;4/10/25 9:00;reservada;12922397-9;Maria Gonzalez;SI;Restaurant 2;Santiago Centro;30000;0;;29/9/25;NO;
;12/3/25;12/3/25 21:00;12/3/25 22:00;cancelada;11521745-3;Ana Silva;SI;Salon Eventos 1;Providencia;100000;0;;11/3/25;NO;
;04/02/25;04/02/25;12/02/25;cancelada;15941454-K;Pedro Rojas;NO;Cabaña 8;Santiago Centro;960000;0;;30/1/25;NO;
;15//25;04/07/25;11/07/25;reservada;15838325-K;Maria Gonzalez;SI;Cabaña 2 X;La Florida;840000;0;;2/7/25;SI;referencia/fecha
;14/04/25;14/04/25;18/04/25;reservada;17470694-8;Pedro Rojas;SI;Cabaña 1;La Florida;480000;0;;13/4/25;NO;
;8/8/25;8/8/25 10:00;8/8/25 11:00;reservada;17453904-9;Ana Silva;SI;Cancha Futbolito Techada;La Florida;35000;0;;7/8/25;NO;
;4/2/25;4/2/25;4/2/25 12:00;reservada;16657576-1;Luis Contreras;NO;Cancha Basquetbol Aire Libre;Santiago Centro;25000;0;;31/1/25;SI;fecha
;19/5/25;19/5/25 8:00;19/5/25 9:00;ejecutada;12730200-6;Maria Gonzalez;NO;Salon Eventos 4;Santiago Centro;100000;100000;efectivo;16/5/25;NO;
;15/6/25;15/6/25 9:00;15/6/25 10:00;ejecutada;13761426-K;Maria Gonzalez;NO;Piscina 2;La Florida;20000;20000;efectivo;11/6/25;NO;
;18/08/25;18/08/25;23/08/25;ejecutada;5779517-4;Luis Contreras;SI;Cabaña 14;Providencia;600000;600000;tarjeta;16/8/25;NO;
;03/09/25;03/09/25;10/09/25;ejecutada;9813420-4;Maria Gonzalez;NO;Cabaña 8;Santiago Centro;840000;840000;transferencia;1/9/25;NO;
;9/2/25;9/2/25 13:00;9/2/25 14:00;ejecutada;11541623-5;Maria Gonzalez;NO;Cancha Basquetbol Aire Libre;Santiago Centro;25000;25000;transferencia;8/2/25;NO;
;16/03/25;16/03/25;24/03/25;reservada;16479158-0;Pedro Rojas;NO;Cabaña 16 X;La Florida;960000;0;;15/3/25;SI;referencia
;19/11/25;19/11/25 13:00;19/11/25 14:00;reservada;21554696-9;Maria Gonzalez;SI;Cancha Padel Aire Libre;La Florida;25000;0;;17/11/25;NO;
;5/7/25;5/7/25 13:00;5/7/25 14:00;ejecutada;20928234-8;Pedro Rojas;NO;Salon Eventos 3;Providencia;100000;100000;tarjeta;30/6/25;NO;
;12/3/25;12/3/25 13:00;12/3/25 14:00;ejecutada;18154120-2;Maria Gonzalez;SI;Piscina 1;Santiago Centro;20000;20000;tarjeta;9/3/25;NO;
;18/3/25;18/3/25 11:00;18/3/25 12:00;cancelada;16848416-1;Ana Silva;NO;Salon Eventos 1;Santa Cruz;100000;0;;13/3/25;SI;rut
;9/12/25;9/12/25 20:00;9/12/25 21:00;ejecutada;21156024-K;Maria Gonzalez;SI;Cancha Padel Techada;La Florida;35000;35000;transferencia;5/12/25;NO;
;8/7/25;8/7/25 11:00;8/7/25 12:00;reservada;16253483-1;Maria Gonzalez;NO;Cancha Tenis Techada;La Florida;35000;0;;7/7/25;NO;
;13/5/25;13/5/25 21:00;13/5/25 22:00;cancelada;10934689-6;Pedro Rojas;SI;Restaurant 2;Providencia;30000;0;;13/5/25;NO;
;06/06/25;06/06/25;13/06/25;reservada;15795747-3;Ana Silva;SI;Cabaña 16;Santa Cruz;840000;0;;1/6/25;NO;
;19/11/25;19/11/25 20:00;19/11/25 21:00;reservada;5854603-8;Luis Contreras;NO;Cancha Basquetbol Aire Libre;La Florida;25000;0;;14/11/25;NO;
;12/03/25;12/03/25;14/03/25;reservada;9571085-9;Juan Perez;NO;Cabaña 19;La Florida;240000;0;;10/3/25;NO;
;05/07/25;05/07/25;06/07/25;ejecutada;16550967-6;Ana Silva;SI;Cabaña 5;Providencia;120000;120000;efectivo;3/7/25;NO;
;11/8/25;11/8/25 16:00;11/8/25 17:00;ejecutada;7106046-2;Maria Gonzalez;SI;Piscina 2 X;Santa Cruz;20000;20000;transferencia;8/8/25;SI;referencia
;10/09/25;10/09/25;17/09/25;ejecutada;9843733-9;Maria Gonzalez;NO;Cabaña 10;Santiago Centro;840000;840000;efectivo;10/9/25;NO;
;13/6/25;13/6/25 9:00;13/6/25 10:00;ejecutada;12453493-3;Juan Perez;NO;Restaurant 1;Providencia;30000;30000;transferencia;9/6/25;NO;
;12/08/25;12/08/25;20/08/25;cancelada;15807009-K;Luis Contreras;SI;Cabaña 14;Santa Cruz;960000;0;;10/8/25;NO;
;02/07/25;02/07/25;10/07/25;ejecutada;14756759-6;Juan Perez;SI;Cabaña 19;La Florida;960000;960000;transferencia;27/6/25;NO;
;17/05/25;17/05/25;18/05/25;cancelada;13534305-6;Juan Perez;NO;Cabaña 10;Santiago Centro;120000;0;;15/5/25;NO;
;3/6/25;3/6/25 16:00;3/6/25 17:00;cancelada;23849659-4;Maria Gonzalez;SI;Salon Eventos 1;Santiago Centro;100000;0;;1/6/25;NO;
;06/05/25;06/05/25;08/05/25;ejecutada;22108526-4;Ana Silva;NO;Cabaña 4;Santa Cruz;240000;240000;tarjeta;4/5/25;NO;
;14/05/25;abc/12/25;23/05/25;ejecutada;22966221-K;Maria Gonzalez;SI;Cabaña 17;Santa Cruz;1080000;1080000;efectivo;12/5/25;SI;fecha
;15/2/25;15/2/25 22:00;15/2/25 23:00;reservada;8722237-3;Juan Perez;NO;Salon Eventos 1;Santiago Centro;100000;0;;13/2/25;NO;
;16/12/25;16/12/25;22/12/25;reservada;18616868-2;Luis Contreras;NO;Cabaña 4;La Florida;720000;0;;15/12/25;NO;
;05/12/25;05/12/25;11/12/25;cancelada;5137322-7;Juan Perez;NO;Cabaña 12;Santiago Centro;720000;0;;1/12/25;NO;
;20/09/25;20/09/25;22/09/25;ejecutada;17931290-5;Juan Perez;SI;Cabaña 1;Santa Cruz;240000;240000;transferencia;15/9/25;NO;
;11/12/25;11/12/25 18:00;11/12/25 19:00;cancelada;5645014-9;Pedro Rojas;NO;Cancha Futbolito Aire Libre;Providencia;25000;0;;6/12/25;NO;
;20/02/25;20/02/25;23/02/25;reservada;24740663-8;Luis;NO;Cabaña 17;Providencia;360000;0;;17/2/25;SI;nombre
;09/11/25;09/11/25;10/11/25;cancelada;5757659-6;Pedro Rojas;SI;Cabaña 17;Santa Cruz;120000;0;;8/11/25;NO;
;18/12/25;18/12/25;28/12/25;ejecutada;18843742-7;Pedro Rojas;SI;Cabaña 20;Santiago Centro;1200000;1200000;tarjeta;18/12/25;NO;
;13/1/25;13/1/25;13/1/25 9:00;ejecutada;12568147-6;Ana Silva;NO;Salon Eventos 2 X;La Florida;100000;100000;tarjeta;13/1/25;SI;referencia/fecha
;16/09/25;16/09/25;17/09/25;ejecutada;16276138-2;Ana Silva;SI;Cabaña 19;Santa Cruz;120000;120000;efectivo;15/9/25;NO;
;17/2/25;17/2/25;17/2/25 16:00;reservada;10478754-1;Pedro Rojas;SI;Restaurant 1;Providencia;30000;0;;12/2/25;SI;fecha
;02/05/25;02/05/25;08/05/25;reservada;20859114-2;Luis Contreras;NO;Cabaña 7;La Florida;720000;0;;30/4/25;NO;
;19/03/25;19/03/25;23/03/25;reservada;23731597-9;Juan Perez;SI;Cabaña 11;Providencia;480000;0;;17/3/25;NO;
;11/10/25;11/10/25;19/10/25;reservada;14756759-3;Juan Perez;SI;Cabaña 13;La Florida;960000;0;;8/10/25;SI;rut
;10/11/25;10/11/25;19/11/25;ejecutada;10234889-3;Pedro Rojas;SI;Cabaña 10;Santa Cruz;1080000;1080000;tarjeta;8/11/25;NO;
;07/12/25;07/12/25;12/12/25;reservada;17623443-1;Maria Gonzalez;SI;Cabaña 13;Providencia;600000;0;;3/12/25;NO;
;05/07/25;05/07/25;14/07/25;ejecutada;7781298-9;Pedro Rojas;NO;Cabaña 6;Santiago Centro;1080000;1080000;tarjeta;4/7/25;NO;
;17/8/25;17/8/25 15:00;17/8/25 16:00;ejecutada;6559917-1;Maria Gonzalez;NO;Cancha Basquetbol Aire Libre;Santiago Centro;25000;25000;efectivo;16/8/25;NO;
;20/12/25;20/12/25;22/12/25;reservada;12568147-6;Ana Silva;NO;Cabaña 20;La Florida;240000;0;;19/12/25;NO;
;11/05/25;11/05/25;14/05/25;reservada;5779517-4;Luis Contreras;SI;Cabaña 14;Providencia;360000;0;;10/5/25;NO;
;16/04/25;16/04/25;23/04/25;reservada;10464361-2;Luis Contreras;NO;Cabaña 5;La Florida;840000;0;;12/4/25;NO;
;17/01/25;17/01/25;19/01/25;reservada;6504014-K;Luis Contreras;NO;Cabaña 13;La Florida;240000;0;;17/1/25;NO;
;01/08/25;01/08/25;07/08/25;ejecutada;6126593-7;Juan Perez;NO;Cabaña 18;Providencia;720000;720000;transferencia;27/7/25;NO;
;09/07/25;09/07/25;16/07/25;ejecutada;20394775-5;Pedro Rojas;SI;Cabaña 5;La Florida;840000;840000;transferencia;8/7/25;NO;
;09/04/25;09/04/25;19/04/25;reservada;15293763-6;Luis Contreras;SI;Cabaña 4;Providencia;1200000;0;;6/4/25;NO;
;05/09/25;05/09/25;13/09/25;reservada;16949045-7;Luis Contreras;SI;Cabaña 18;Providencia;960000;0;;31/8/25;NO;
;03/06/25;03/06/25;05/06/25;ejecutada;24132013-8;Pedro Rojas;NO;Cabaña 19;Santa Cruz;240000;240000;transferencia;29/5/25;NO;
;13/6/25;13/6/25 15:00;13/6/25 16:00;cancelada;22863706-8;Luis Contreras;SI;Salon Eventos 2;La Florida;100000;0;;11/6/25;NO;
;13/11/25;13/11/25;21/11/25;reservada;22703981-7;Juan Perez;NO;Cabaña 17;La Florida;960000;0;;11/11/25;NO;
;16/12/25;16/12/25 10:00;16/12/25 11:00;ejecutada;7106046-2;Maria Gonzalez;SI;Salon Eventos 1;La Florida;100000;100000;tarjeta;12/12/25;NO;
;14/06/25;14/06/25;15/06/25;reservada;22512308-K;Pedro Rojas;SI;Cabaña 12;Santiago Centro;120000;0;;14/6/25;NO;
;4/4/25;4/4/25 19:00;4/4/25 20:00;reservada;17674128-7;Pedro Rojas;NO;Salon Eventos 1;Providencia;100000;0;;3/4/25;NO;
;08/11/25;08/11/25;12/11/25;cancelada;11121655-K;Juan;NO;Cabaña 4;La Florida;480000;0;;7/11/25;SI;nombre
;08/02/25;08/02/25;10/02/25;cancelada;16114575-0;Luis Contreras;NO;Cabaña 18;Santiago Centro;240000;0;;5/2/25;NO;
;08/03/25;08/03/25;15/03/25;cancelada;18467664-8;Pedro Rojas;SI;Cabaña 11;Providencia;840000;0;;4/3/25;NO;
;10/4/25;10/4/25 20:00;10/4/25 21:00;reservada;19631766-K;Maria Gonzalez;NO;Cancha Padel Techada;La Florida;35000;0;;10/4/25;NO;
;11/11/25;11/11/25 17:00;11/11/25 18:00;ejecutada;23302730-8;Maria Gonzalez;NO;Cancha Basquetbol Aire Libre;La Florida;25000;25000;efectivo;11/11/25;NO;
;1/5/25;1/5/25 9:00;1/5/25 10:00;reservada;22966221-K;Maria Gonzalez;NO;Salon Eventos 4;Providencia;100000;0;;30/4/25;NO;
;8/9/25;8/9/25 20:00;8/9/25 21:00;reservada;7735551-0;Ana Silva;SI;Cancha Tenis Techada;Santa Cruz;35000;0;;4/9/25;NO;
;20/05/25;20/05/25;23/05/25;reservada;16759872-2;Ana Silva;SI;Cabaña 15;Providencia;360000;0;;18/5/25;NO;
;9/5/25;9/5/25 11:00;9/5/25 12:00;reservada;9203394-5;Luis Contreras;SI;Cancha Basquetbol Aire Libre;Santiago Centro;25000;0;;5/5/25;NO;
;02/08/25;02/08/25;12/08/25;reservada;17820790-3;Juan Perez;NO;Cabaña 15;Santa Cruz;1200000;0;;30/7/25;NO;
;16/05/25;16/05/25;26/05/25;cancelada;13734270-7;Luis Contreras;SI;Cabaña 7;Santiago Centro;1200000;0;;12/5/25;NO;
;03/06/25;03/06/25;12/06/25;reservada;10120385-9;Maria Gonzalez;NO;Cabaña 15;Santiago Centro;1080000;0;;29/5/25;NO;
;18/11/25;18/11/25;18/11/25 16:00;cancelada;11218435-K;Luis Contreras;SI;Salon Eventos 4 X;Santa Cruz;100000;0;;13/11/25;SI;referencia/fecha
;08/12/25;08/12/25;10/12/25;cancelada;18647741-3;Ana Silva;SI;Cabaña 15;Santa Cruz;240000;0;;6/12/25;NO;
;1/6/25;1/6/25 18:00;1/6/25 19:00;reservada;24795565-8;Luis Contreras;SI;Cancha Futbolito Techada;Providencia;35000;0;;1/6/25;NO;
;03/01/25;03/01/25;08/01/25;cancelada;10992904-2;Luis Contreras;SI;Cabaña 13;Santa Cruz;600000;0;;1/1/25;NO;
;11/09/25;11/09/25;21/09/25;cancelada;11277963-9;Juan Perez;NO;Cabaña 3;Santa Cruz;1200000;0;;10/9/25;NO;
;7/3/25;7/3/25 12:00;7/3/25 13:00;reservada;24945636-5;Ana Silva;SI;Restaurant 1;La Florida;30000;0;;7/3/25;NO;
;20/05/25;20/05/25;27/05/25;ejecutada;21162735-2;Juan Perez;NO;Cabaña 18;Providencia;840000;840000;tarjeta;16/5/25;NO;
;13/08/25;13/08/25;20/08/25;ejecutada;22381571-5;Juan Perez;NO;Cabaña 16;Santa Cruz;840000;840000;efectivo;12/8/25;NO;
;5/8/25;5/8/25 16:00;5/8/25 17:00;cancelada;13775714-1;Luis Contreras;SI;Cancha Tenis Techada;Santa Cruz;35000;0;;31/7/25;NO;
;01/02/25;01/02/25;08/02/25;ejecutada;23939713-1;Pedro Rojas;NO;Cabaña 19;Santa Cruz;840000;840000;efectivo;30/1/25;NO;
;01/08/25;01/08/25;07/08/25;cancelada;24765561-1;Juan Perez;NO;Cabaña 18;Santiago Centro;720000;0;;1/8/25;NO;
;12/02/25;31/02/25;15/02/25;reservada;6946141-0;Ana Silva;SI;Cabaña 18;Santa Cruz;360000;0;;8/2/25;SI;rut/fecha
;12/08/25;12/08/25;21/08/25;cancelada;21099442-4;Luis Contreras;NO;Cabaña 3;Providencia;1080000;0;;8/8/25;NO;
;12/02/25;12/02/25;17/02/25;ejecutada;5427877-2;Juan Perez;NO;Cabaña 4;Santiago Centro;600000;600000;efectivo;11/2/25;NO;
;07/05/25;07/05/25;13/05/25;cancelada;13224751-K;Luis Contreras;NO;Cabaña 6;Santa Cruz;720000;0;;3/5/25;NO;
;15/02/25;15/02/25;24/02/25;cancelada;6858349-7;Luis Contreras;SI;Cabaña 1;La Florida;1080000;0;;14/2/25;NO;
;12/01/25;/05/25;18/01/25;cancelada;12192627-4;Pedro Rojas;NO;Cabaña 7;Providencia;720000;0;;10/1/25;SI;rut/fecha
;16/02/25;16/02/25;24/02/25;cancelada;20928234-8;Pedro Rojas;SI;Cabaña 16;Santiago Centro;960000;0;;12/2/25;NO;
;14/12/25;14/12/25;16/12/25;reservada;8356612-4;Pedro Rojas;SI;Cabaña 17 X;La Florida;240000;0;;9/12/25;SI;referencia
;07/10/25;07/10/25;16/10/25;cancelada;16170965-4;Luis Contreras;NO;Cabaña 1;Santa Cruz;1080000;0;;5/10/25;NO;
;10/12/25;10/12/25;18/12/25;ejecutada;5427877-2;Juan Perez;NO;Cabaña 8;Providencia;960000;960000;efectivo;7/12/25;NO;
;1/11/25;1/11/25 16:00;1/11/25 17:00;cancelada;13203913-5;Maria Gonzalez;NO;Piscina 1;Santiago Centro;20000;0;;30/10/25;NO;
;03/07/25;03/07/25;11/07/25;cancelada;5350796-4;Luis Contreras;SI;Cabaña 8;Santa Cruz;960000;0;;3/7/25;NO;
;13/10/25;13/10/25 20:00;13/10/25 21:00;reservada;7812836-4;Pedro Rojas;NO;Cancha Futbolito Aire Libre;Santiago Centro;25000;0;;11/10/25;NO;
;15/7/25;15/7/25 12:00;15/7/25 13:00;reservada;10145466-5;Pedro Rojas;NO;Salon Eventos 2;La Florida;100000;0;;11/7/25;NO;
;18/06/25;18/06/25;23/06/25;cancelada;13006129-K;Pedro Rojas;SI;Cabaña 10;Providencia;600000;0;;16/6/25;NO;
;7/11/25;7/11/25 22:00;7/11/25 23:00;reservada;13534305-6;Juan Perez;NO;Salon Eventos 3;Providencia;100000;0;;2/11/25;NO;
;5/4/25;5/4/25 9:00;5/4/25 10:00;reservada;7544276-9;Maria Gonzalez;SI;Cancha Futbolito Techada;Santa Cruz;35000;0;;31/3/25;NO;
;16/5/25;16/5/25 14:00;16/5/25 15:00;ejecutada;19652678-1;Juan Perez;SI;Restaurant 1;La Florida;30000;30000;efectivo;14/5/25;NO;
;4/5/25;4/5/25 9:00;4/5/25 10:00;cancelada;21841410-9;Juan Perez;SI;Salon Eventos 3;La Florida;100000;0;;2/5/25;NO;
;10/12/25;10/12/25 20:00;10/12/25 21:00;ejecutada;7686256-8;Luis Contreras;NO;Cancha Tenis Techada;Santiago Centro;35000;35000;transferencia;10/12/25;SI;rut
;15/11/25;15/11/25 22:00;15/11/25 23:00;reservada;16848416-K;Ana Silva;NO;Piscina 1;Santa Cruz;20000;0;;14/11/25;NO;
;17/1/25;17/1/25 10:00;17/1/25 11:00;ejecutada;5643136-5;Juan Perez;SI;Salon Eventos 3;La Florida;100000;100000;tarjeta;17/1/25;NO;
;10/11/25;10/11/25 13:00;10/11/25 14:00;ejecutada;13288053-0;Luis Contreras;SI;Cancha Futbolito Aire Libre;La Florida;25000;25000;transferencia;5/11/25;NO;
;6/5/25;6/5/25 13:00;6/5/25 14:00;cancelada;15345989-4;Pedro Rojas;NO;Cancha Padel Aire Libre;Providencia;25000;0;;6/5/25;NO;
;19/3/25;19/3/25 15:00;19/3/25 16:00;ejecutada;19484029-2;Luis Contreras;SI;Cancha Basquetbol Aire Libre;Santa Cruz;25000;25000;transferencia;14/3/25;NO;
;14/6/25;14/6/25 11:00;14/6/25 12:00;cancelada;12353825-0;Ana Silva;SI;Restaurant 2;La Florida;30000;0;;12/6/25;NO;
;17/11/25;17/11/25;22/11/25;cancelada;20997181-K;Juan Perez;NO;Cabaña 18;Santiago Centro;600000;0;;14/11/25;NO;
